salary_in_usd,work_models_On-site,work_models_Remote,comp_is_US,company_size_encoded,domain_expertise_Data Engineering,domain_expertise_Data Science,domain_expertise_Machine Learning / AI,domain_expertise_Other,exp_level
12.363,1,0,1,1,1,0,0,0,3
11.891,1,0,1,1,1,0,0,0,3
11.776,1,0,1,1,0,0,0,0,2
12.023,1,0,1,1,0,0,0,1,2
11.552,1,0,1,1,0,0,0,1,2
12.02,1,0,1,1,0,0,1,0,2
11.2,1,0,1,1,0,0,1,0,2
11.493,1,0,1,1,0,1,0,0,0
11.198,1,0,1,1,0,1,0,0,0
12.12,1,0,1,1,1,0,0,0,1
11.791,1,0,1,1,1,0,0,0,1
12.388,1,0,1,1,0,1,0,0,2
11.798,1,0,1,1,0,1,0,0,2
12.519,1,0,1,1,0,1,0,0,1
12.115,1,0,1,1,0,1,0,0,1
12.392,1,0,1,1,0,1,0,0,1
12.078,1,0,1,1,0,1,0,0,1
11.775,1,0,1,1,0,1,0,0,2
11.775,0,1,1,1,1,0,0,0,1
11.997,1,0,1,1,0,1,0,0,0
10.776,1,0,1,1,0,1,0,0,0
12.601,1,0,1,1,0,1,0,0,2
11.726,1,0,1,1,0,1,0,0,2
12.418,1,0,1,1,0,0,1,0,1
11.983,1,0,1,1,0,0,1,0,1
12.301,1,0,1,1,0,0,1,0,1
11.891,1,0,1,1,0,0,1,0,1
12.206,0,1,1,1,1,0,0,0,1
11.653,0,1,1,1,1,0,0,0,1
12.821,1,0,1,1,0,0,1,0,1
12.128,1,0,1,2,1,0,0,0,2
11.285,1,0,1,2,1,0,0,0,2
11.736,1,0,1,1,0,1,0,0,1
12.073,1,0,1,1,0,1,0,0,1
12.367,0,1,1,1,0,1,0,0,1
12.073,0,1,1,1,0,1,0,0,1
12.128,0,1,1,1,0,0,1,0,1
11.76,0,1,1,1,0,0,1,0,1
12.766,0,1,1,1,1,0,0,0,3
12.499,0,1,1,1,1,0,0,0,3
12.101,0,1,1,1,1,0,0,0,1
11.513,1,0,1,1,0,0,0,0,0
11.29,1,0,1,1,0,0,0,0,0
12.365,1,0,1,1,0,0,0,0,1
11.632,1,0,1,1,0,0,0,0,1
11.891,1,0,1,1,1,0,0,0,1
12.205,1,0,1,1,0,1,0,0,2
11.168,1,0,1,1,0,1,0,0,2
11.512,1,0,1,1,0,0,0,0,0
11.97,1,0,1,1,1,0,0,0,1
11.411,1,0,1,1,1,0,0,0,1
12.493,1,0,1,1,0,0,1,0,1
11.932,1,0,1,1,0,0,1,0,1
11.156,0,1,1,1,0,1,0,0,0
11.002,0,1,1,1,0,1,0,0,0
12.14,0,1,1,1,0,1,0,0,1
11.852,0,1,1,1,0,1,0,0,1
11.96,1,0,1,1,1,0,0,0,1
12.16,1,0,1,1,1,0,0,0,1
11.6,1,0,1,1,1,0,0,0,1
11.884,1,0,1,1,1,0,0,0,1
11.498,1,0,1,1,1,0,0,0,1
12.182,1,0,1,2,0,1,0,0,0
11.517,1,0,1,2,0,1,0,0,0
11.736,0,1,1,1,0,0,0,0,2
11.513,0,1,1,1,0,0,0,0,2
12.11,1,0,1,1,1,0,0,0,2
11.071,1,0,1,1,1,0,0,0,2
12.133,1,0,1,1,0,1,0,0,1
11.77,1,0,1,1,0,1,0,0,1
11.35,0,1,1,1,0,0,0,0,0
11.29,0,1,1,1,0,0,0,0,0
11.695,0,1,1,1,0,1,0,0,1
10.861,0,1,1,1,0,1,0,0,1
12.297,1,0,1,1,0,1,0,0,1
11.932,1,0,1,1,0,1,0,0,1
12.228,0,1,1,1,0,0,1,0,1
11.865,0,1,1,1,0,0,1,0,1
11.97,1,0,1,1,0,0,0,0,2
11.411,1,0,1,1,0,0,0,0,2
12.044,0,1,1,1,1,0,0,0,1
12.073,0,1,1,1,1,0,0,0,1
12.468,1,0,1,2,0,1,0,0,2
11.934,1,0,1,1,1,0,0,0,1
11.451,1,0,1,1,1,0,0,0,1
11.314,1,0,1,1,0,0,0,0,1
11.252,1,0,1,1,0,0,0,0,1
12.186,0,1,1,1,1,0,0,0,1
11.451,0,1,1,1,1,0,0,0,1
12.487,1,0,1,1,0,1,0,0,1
11.871,1,0,1,1,0,1,0,0,1
12.221,1,0,1,1,0,0,0,0,0
11.397,1,0,1,1,0,0,0,0,0
11.988,1,0,1,1,0,0,0,0,0
11.437,1,0,1,1,0,0,0,0,0
11.035,1,0,1,1,0,0,0,0,1
10.84,1,0,1,1,0,0,0,0,1
11.831,1,0,1,1,0,0,0,0,0
11.513,1,0,1,1,0,0,0,0,0
10.82,1,0,1,1,0,0,0,0,0
11.95,1,0,1,1,1,0,0,0,2
11.242,1,0,1,1,1,0,0,0,2
12.388,1,0,1,1,0,1,0,0,1
12.206,1,0,1,1,0,1,0,0,1
12.388,1,0,1,1,0,0,1,0,1
13.05,1,0,1,1,1,0,0,0,3
12.861,1,0,1,1,1,0,0,0,3
12.388,1,0,1,1,1,0,0,0,2
11.664,0,1,1,1,1,0,0,0,1
11.346,0,1,1,1,1,0,0,0,1
11.773,1,0,1,1,0,0,1,0,1
11.368,1,0,1,1,0,0,1,0,1
12.325,1,0,1,1,0,0,1,0,1
12.193,1,0,1,1,0,0,1,0,1
12.491,1,0,1,1,1,0,0,0,1
11.932,1,0,1,1,1,0,0,0,1
12.319,1,0,1,1,0,1,0,0,1
12.014,1,0,1,1,0,1,0,0,1
12.449,1,0,1,1,0,0,1,0,1
12.038,1,0,1,1,0,0,1,0,1
12.038,1,0,1,1,1,0,0,0,2
11.419,1,0,1,1,1,0,0,0,2
11.824,1,0,1,1,0,1,0,0,1
12.422,1,0,1,1,0,0,1,0,1
11.891,1,0,1,1,0,0,1,0,1
12.129,1,0,1,1,0,0,0,0,1
11.8,1,0,1,1,0,0,0,0,1
11.653,1,0,1,1,1,0,0,0,2
12.301,1,0,1,1,0,1,0,0,1
12.134,1,0,1,1,1,0,0,0,1
11.312,1,0,1,1,1,0,0,0,1
11.513,0,1,1,1,0,1,0,0,1
12.321,1,0,1,1,0,1,0,0,2
11.84,1,0,1,1,0,1,0,0,2
12.255,0,1,1,1,1,0,0,0,3
12.032,0,1,1,1,1,0,0,0,3
12.321,1,0,1,1,0,0,1,0,1
11.84,1,0,1,1,0,0,1,0,1
12.612,1,0,1,1,0,1,0,0,1
12.363,1,0,1,1,0,1,0,0,1
11.849,1,0,1,1,1,0,0,0,2
11.695,1,0,1,1,1,0,0,0,2
11.951,1,0,1,1,0,0,0,0,2
11.608,1,0,1,1,0,0,0,0,2
12.519,1,0,1,1,0,0,1,0,1
12.113,1,0,1,1,0,0,1,0,1
12.029,1,0,1,1,1,0,0,0,1
11.576,1,0,1,1,1,0,0,0,1
12.133,1,0,1,1,1,0,0,0,1
11.77,1,0,1,1,1,0,0,0,1
11.712,1,0,1,1,1,0,0,0,1
11.456,1,0,1,1,1,0,0,0,1
12.078,1,0,1,1,0,0,0,0,1
12.317,0,1,1,1,0,1,0,0,1
12.135,0,1,1,1,0,1,0,0,1
12.029,1,0,1,1,1,0,0,0,1
11.576,1,0,1,1,1,0,0,0,1
11.184,0,1,1,1,0,1,0,0,0
11.067,0,1,1,1,0,1,0,0,0
12.1,1,0,1,1,1,0,0,0,1
11.877,1,0,1,1,1,0,0,0,1
12.553,1,0,1,1,0,1,0,0,1
12.148,1,0,1,1,0,1,0,0,1
11.859,1,0,1,1,0,1,0,0,1
11.658,1,0,1,1,0,1,0,0,1
12.569,1,0,1,1,0,1,0,0,1
11.958,1,0,1,1,0,1,0,0,1
11.156,0,1,1,1,0,0,0,0,2
12.201,1,0,1,1,1,0,0,0,1
11.995,1,0,1,1,1,0,0,0,1
12.049,0,1,1,1,1,0,0,0,2
11.643,0,1,1,1,1,0,0,0,2
12.123,1,0,1,1,1,0,0,0,2
11.72,1,0,1,1,1,0,0,0,2
12.371,1,0,1,1,0,1,0,0,1
12.068,1,0,1,1,0,1,0,0,1
12.014,0,1,1,1,0,1,0,0,2
11.685,0,1,1,1,0,1,0,0,2
12.324,0,1,1,1,1,0,0,0,1
12.273,1,0,1,1,0,0,1,0,2
11.668,1,0,1,1,0,0,1,0,2
12.301,0,1,1,1,0,1,0,0,1
11.918,0,1,1,1,0,1,0,0,1
11.918,1,0,1,1,0,1,0,0,2
11.513,1,0,1,1,0,1,0,0,2
11.951,1,0,1,1,1,0,0,0,2
11.695,1,0,1,1,1,0,0,0,2
12.331,1,0,1,1,1,0,0,0,1
11.8,1,0,1,1,1,0,0,0,1
12.123,1,0,1,1,1,0,0,0,1
11.72,1,0,1,1,1,0,0,0,1
11.67,1,0,1,1,0,1,0,0,1
11.983,0,1,1,1,0,1,0,0,1
11.849,0,1,1,1,0,1,0,0,1
11.198,1,0,1,1,0,1,0,0,2
12.133,0,1,1,1,0,1,0,0,1
11.77,0,1,1,1,0,1,0,0,1
11.552,1,0,1,1,1,0,0,0,2
11.871,0,1,1,1,1,0,0,0,1
11.661,0,1,1,1,1,0,0,0,1
12.301,1,0,1,1,0,1,0,0,2
12.101,1,0,1,1,0,1,0,0,2
12.278,1,0,1,1,1,0,0,0,1
12.441,1,0,1,1,0,1,0,0,2
11.783,1,0,1,1,0,1,0,0,2
11.898,1,0,1,1,0,1,0,0,1
12.134,1,0,1,1,0,0,0,1,2
11.989,1,0,1,1,0,0,0,1,2
12.231,1,0,1,1,0,0,1,0,1
11.828,0,1,1,1,0,0,0,0,1
11.608,0,1,1,1,0,0,0,0,1
12.055,0,1,1,1,0,1,0,0,1
11.905,1,0,1,1,1,0,0,0,2
11.503,1,0,1,1,1,0,0,0,2
11.562,1,0,1,1,0,0,0,0,0
11.503,1,0,1,1,1,0,0,0,1
10.869,1,0,1,1,1,0,0,0,1
12.104,0,1,1,1,0,1,0,0,1
11.593,0,1,1,1,0,1,0,0,1
12.255,1,0,1,1,0,0,1,0,1
11.898,1,0,1,1,0,0,1,0,1
12.579,1,0,1,1,1,0,0,0,1
12.189,1,0,1,1,1,0,0,0,1
12.301,1,0,1,1,0,0,1,0,1
12.078,1,0,1,1,0,0,1,0,1
12.073,1,0,1,1,0,0,1,0,2
11.775,1,0,1,1,0,0,1,0,2
12.128,1,0,1,1,1,0,0,0,1
11.918,1,0,1,1,1,0,0,0,1
11.653,1,0,1,1,1,0,0,0,1
11.798,1,0,1,1,0,0,1,0,0
10.973,1,0,1,1,0,0,1,0,0
12.347,1,0,1,1,1,0,0,0,1
12.323,1,0,1,1,0,1,0,0,1
11.784,1,0,1,1,0,1,0,0,1
12.461,1,0,1,1,0,1,0,0,1
12.049,1,0,1,1,0,1,0,0,1
12.186,1,0,1,1,1,0,0,0,1
11.704,1,0,1,1,1,0,0,0,1
12.185,1,0,1,1,1,0,0,0,1
12.052,1,0,1,1,1,0,0,0,1
12.02,1,0,1,1,0,0,0,1,2
11.2,1,0,1,1,0,0,0,1,2
11.983,1,0,1,1,0,1,0,0,2
11.35,1,0,1,1,0,1,0,0,0
11.082,1,0,1,1,0,1,0,0,0
12.301,1,0,1,1,0,0,1,0,2
11.932,1,0,1,1,0,1,0,0,1
12.301,1,0,1,1,0,1,0,0,2
11.513,1,0,1,1,0,1,0,0,2
11.92,1,0,1,1,0,1,0,0,1
11.17,1,0,1,1,0,1,0,0,1
12.027,1,0,1,1,1,0,0,0,1
11.798,1,0,1,1,1,0,0,0,1
10.975,1,0,1,1,1,0,0,0,1
11.813,1,0,1,1,0,1,0,0,2
12.02,1,0,1,1,1,0,0,0,2
11.2,1,0,1,1,1,0,0,0,2
12.014,0,1,1,1,0,0,0,0,1
11.849,0,1,1,1,0,0,0,0,1
13.459,0,1,1,1,1,0,0,0,2
11.918,0,1,1,1,1,0,0,0,2
12.026,1,0,1,1,0,0,0,0,2
11.704,1,0,1,1,0,0,0,0,2
12.156,1,0,1,1,0,1,0,0,1
11.463,1,0,1,1,0,1,0,0,1
11.798,1,0,1,1,0,0,0,0,0
10.975,1,0,1,1,0,0,0,0,0
11.813,1,0,1,1,1,0,0,0,1
11.513,1,0,1,1,1,0,0,0,1
12.591,1,0,1,1,0,0,1,0,1
12.165,1,0,1,1,0,0,1,0,1
12.491,1,0,1,1,0,0,1,0,1
12.026,1,0,1,1,0,0,1,0,1
12.206,0,1,1,1,0,0,1,0,1
11.918,0,1,1,1,0,0,1,0,1
12.006,0,1,1,1,0,0,0,0,0
11.387,0,1,1,1,0,0,0,0,0
12.103,1,0,1,1,0,0,0,0,1
11.841,1,0,1,1,0,0,0,0,1
12.673,0,1,1,1,0,0,1,0,1
12.236,0,1,1,1,0,0,1,0,1
12.278,1,0,1,1,0,1,0,0,1
11.864,1,0,1,1,0,1,0,0,1
12.491,1,0,1,1,0,1,0,0,1
12.026,1,0,1,1,0,1,0,0,1
12.091,1,0,1,1,1,0,0,0,2
11.566,1,0,1,1,1,0,0,0,2
11.864,1,0,1,1,0,0,1,0,1
12.388,0,1,1,1,0,1,0,0,1
12.255,0,1,1,1,0,1,0,0,1
13.528,1,0,1,1,1,0,0,0,2
11.918,1,0,1,1,1,0,0,0,2
11.884,1,0,1,1,0,1,0,0,1
11.76,1,0,1,1,0,1,0,0,1
11.945,0,1,1,1,1,0,0,0,1
11.744,0,1,1,1,1,0,0,0,1
12.388,1,0,1,1,0,1,0,0,1
11.966,1,0,1,1,0,1,0,0,1
12.3,0,1,1,1,1,0,0,0,3
11.82,0,1,1,1,1,0,0,0,3
12.101,0,1,1,1,0,0,1,0,2
11.736,0,1,1,1,0,0,1,0,2
12.42,1,0,1,2,0,1,0,0,1
11.754,1,0,1,2,0,1,0,0,1
12.429,1,0,1,1,1,0,0,0,2
11.736,1,0,1,1,1,0,0,0,2
12.155,0,1,1,1,0,0,1,0,1
12.044,0,1,1,1,0,0,1,0,1
12.219,0,1,1,1,0,1,0,0,1
12.036,0,1,1,1,0,1,0,0,1
12.221,0,1,1,1,0,1,0,0,1
11.752,0,1,1,1,0,1,0,0,1
11.736,0,1,1,1,0,0,0,0,2
11.331,0,1,1,1,0,0,0,0,2
11.628,0,1,1,1,0,0,0,0,1
11.427,0,1,1,1,0,0,0,0,1
11.798,1,0,1,1,0,1,0,0,0
10.973,1,0,1,1,0,1,0,0,0
12.445,1,0,1,1,1,0,0,0,1
11.977,1,0,1,1,1,0,0,0,1
11.35,1,0,1,1,1,0,0,0,1
11.779,1,0,1,1,0,1,0,0,2
11.661,1,0,1,1,0,1,0,0,2
11.307,0,1,1,1,0,1,0,0,0
10.681,0,1,1,1,0,1,0,0,0
11.43,1,0,1,1,1,0,0,0,2
12.02,1,0,1,1,0,0,0,0,1
11.2,1,0,1,1,0,0,0,0,1
12.155,1,0,1,1,0,1,0,0,1
12.014,1,0,1,1,0,1,0,0,1
12.63,1,0,1,1,0,0,1,0,1
11.895,1,0,1,1,0,0,1,0,1
12.525,1,0,1,1,1,0,0,0,1
11.894,1,0,1,1,1,0,0,0,1
12.248,1,0,1,1,0,1,0,0,1
12.014,1,0,1,1,0,1,0,0,1
12.463,1,0,1,1,0,1,0,0,1
12.058,1,0,1,1,0,1,0,0,1
12.128,0,1,1,1,1,0,0,0,1
12.197,1,0,1,1,0,0,0,0,1
11.61,1,0,1,1,0,0,0,0,1
12.02,1,0,1,1,0,1,0,0,1
11.2,1,0,1,1,0,1,0,0,1
12.264,1,0,1,1,0,1,0,0,1
11.444,1,0,1,1,0,1,0,0,1
12.264,1,0,1,1,0,0,1,0,1
11.444,1,0,1,1,0,0,1,0,1
12.026,1,0,1,1,1,0,0,0,2
11.621,1,0,1,1,1,0,0,0,2
12.02,0,1,1,1,0,1,0,0,0
11.2,0,1,1,1,0,1,0,0,0
12.044,1,0,1,1,0,0,0,0,3
11.884,1,0,1,1,0,0,0,0,3
12.044,0,1,1,1,1,0,0,0,1
11.813,0,1,1,1,1,0,0,0,1
11.848,1,0,1,1,1,0,0,0,1
11.465,1,0,1,1,1,0,0,0,1
12.418,0,1,1,1,1,0,0,0,1
11.847,0,1,1,1,1,0,0,0,1
12.144,0,1,1,1,0,1,0,0,1
11.842,0,1,1,1,0,1,0,0,1
13.528,1,0,1,1,0,1,0,0,1
11.983,1,0,1,1,1,0,0,0,1
11.752,0,1,1,1,0,0,0,1,2
11.082,0,1,1,1,0,0,0,1,2
12.528,1,0,1,1,0,0,1,0,1
12.067,1,0,1,1,0,0,1,0,1
12.429,0,1,1,1,1,0,0,0,3
12.255,0,1,1,1,1,0,0,0,3
12.264,1,0,1,1,0,1,0,0,3
12.155,1,0,1,1,0,1,0,0,3
12.474,1,0,1,2,0,1,0,0,1
11.809,1,0,1,2,0,1,0,0,1
12.384,1,0,1,2,1,0,0,0,1
11.719,1,0,1,2,1,0,0,0,1
12.712,1,0,1,1,0,0,1,0,1
12.498,1,0,1,1,0,0,1,0,1
12.101,1,0,1,1,1,0,0,0,1
11.408,1,0,1,1,1,0,0,0,1
11.327,0,1,1,1,0,0,0,0,2
11.097,0,1,1,1,0,0,0,0,2
12.321,1,0,1,1,0,1,0,0,1
11.708,1,0,1,1,0,1,0,0,1
11.599,0,1,1,1,1,0,0,0,2
11.513,0,1,1,1,1,0,0,0,2
12.233,1,0,1,1,0,1,0,0,1
11.439,1,0,1,1,0,1,0,0,1
12.301,1,0,1,1,0,0,1,0,0
11.775,1,0,1,1,0,0,1,0,0
11.983,0,1,1,1,0,1,0,0,2
11.608,0,1,1,1,0,1,0,0,2
12.134,0,1,1,1,1,0,0,0,1
11.61,0,1,1,1,1,0,0,0,1
11.775,0,1,1,1,0,1,0,0,2
11.513,0,1,1,1,0,1,0,0,2
12.397,1,0,1,1,0,1,0,0,2
11.573,1,0,1,1,0,1,0,0,2
12.301,0,1,1,1,0,1,0,0,3
11.695,0,1,1,1,0,1,0,0,3
11.421,1,0,1,1,0,1,0,0,0
10.972,1,0,1,1,0,1,0,0,0
12.165,0,1,1,1,0,1,0,0,1
12.09,0,1,1,1,0,1,0,0,1
12.255,0,1,1,1,1,0,0,0,1
11.983,1,0,1,1,0,1,0,0,0
11.918,1,0,1,1,0,1,0,0,0
12.236,1,0,1,1,1,0,0,0,1
11.806,1,0,1,1,1,0,0,0,1
12.101,0,1,1,1,0,1,0,0,1
11.813,0,1,1,1,0,1,0,0,1
12.206,1,0,1,1,0,1,0,0,1
11.695,1,0,1,1,0,1,0,0,1
11.578,1,0,1,1,1,0,0,0,2
10.963,1,0,1,1,1,0,0,0,2
12.493,1,0,1,1,0,0,1,0,1
12.063,1,0,1,1,0,0,1,0,1
11.736,1,0,1,1,0,0,0,0,2
11.513,1,0,1,1,0,0,0,0,2
12.017,1,0,1,2,1,0,0,0,1
11.094,1,0,1,2,1,0,0,0,1
12.257,1,0,1,1,0,1,0,0,2
12.046,1,0,1,1,0,1,0,0,2
12.044,0,1,1,1,1,0,0,0,2
12.13,0,1,1,1,0,1,0,0,1
11.309,0,1,1,1,0,1,0,0,1
12.17,1,0,1,1,0,0,0,0,1
11.97,1,0,1,1,0,0,0,0,1
11.513,0,1,1,1,1,0,0,0,1
11.462,0,1,1,1,0,0,0,0,2
11.225,0,1,1,1,0,0,0,0,2
11.653,1,0,1,1,0,0,0,0,2
11.562,1,0,1,1,0,0,0,0,2
11.995,1,0,1,1,1,0,0,0,1
11.29,0,1,1,1,0,0,0,0,2
12.168,0,1,1,1,0,0,0,0,1
11.513,1,0,1,1,1,0,0,0,2
11.225,1,0,1,1,1,0,0,0,2
12.02,1,0,1,1,0,1,0,0,1
11.2,1,0,1,1,0,1,0,0,1
12.726,1,0,1,1,0,0,1,0,1
12.095,1,0,1,1,0,0,1,0,1
12.599,1,0,1,1,0,0,1,0,1
11.98,1,0,1,1,0,0,1,0,1
12.463,0,1,1,1,0,0,0,1,1
12.331,0,1,1,1,0,0,0,1,1
12.418,1,0,1,1,0,1,0,0,1
11.682,1,0,1,1,0,1,0,0,1
11.983,1,0,1,1,0,0,0,0,2
11.849,1,0,1,1,0,0,0,0,2
11.445,1,0,1,1,0,0,1,0,1
12.297,1,0,1,1,0,1,0,0,1
11.791,1,0,1,1,0,1,0,0,1
11.779,1,0,1,1,0,1,0,0,1
11.661,1,0,1,1,0,1,0,0,1
12.686,1,0,1,1,0,1,0,0,1
12.126,1,0,1,1,0,1,0,0,1
12.429,1,0,1,1,0,1,0,0,1
11.82,1,0,1,1,0,1,0,0,2
11.419,1,0,1,1,0,1,0,0,2
11.813,1,0,1,1,0,1,0,0,0
11.608,1,0,1,1,0,1,0,0,0
12.216,0,1,1,1,0,0,0,0,1
11.898,0,1,1,1,0,0,0,0,1
12.047,1,0,1,1,0,1,0,0,1
11.759,1,0,1,1,0,1,0,0,1
11.353,1,0,1,1,0,0,0,0,0
11.179,1,0,1,1,0,0,0,0,0
11.513,1,0,1,2,0,1,0,0,0
11.513,1,0,1,0,0,1,0,0,2
12.128,1,0,1,1,1,0,0,0,3
11.736,1,0,1,1,1,0,0,0,3
11.002,0,1,1,1,0,0,0,0,0
10.859,0,1,1,1,0,0,0,0,0
12.468,1,0,1,1,0,0,1,0,1
12.324,1,0,1,1,0,1,0,0,1
11.513,0,1,1,1,0,0,0,0,1
11.29,0,1,1,1,0,0,0,0,1
12.228,1,0,1,1,0,0,1,0,1
11.865,1,0,1,1,0,0,1,0,1
12.602,0,1,1,1,0,1,0,0,1
12.197,0,1,1,1,0,1,0,0,1
12.388,0,1,1,1,0,0,1,0,1
12.128,1,0,1,2,1,0,0,0,1
11.285,1,0,1,2,1,0,0,0,1
12.311,1,0,1,2,0,1,0,0,1
11.608,0,1,1,1,1,0,0,0,1
11.462,0,1,1,1,1,0,0,0,1
12.688,1,0,1,1,0,0,1,0,1
11.977,1,0,1,1,0,0,1,0,1
11.17,0,1,1,1,0,1,0,0,2
10.951,0,1,1,1,0,1,0,0,2
10.985,0,1,1,1,0,0,0,0,2
10.82,0,1,1,1,0,0,0,0,2
12.363,0,1,1,1,0,0,1,0,1
12.245,0,1,1,1,0,0,1,0,1
12.139,0,1,1,1,1,0,0,0,1
11.76,0,1,1,1,1,0,0,0,1
11.813,1,0,1,1,0,0,0,0,2
11.695,1,0,1,1,0,0,0,0,2
11.918,0,1,1,1,1,0,0,0,2
11.849,0,1,1,1,1,0,0,0,2
12.543,0,1,1,1,0,1,0,0,1
12.155,0,1,1,1,0,1,0,0,1
11.408,1,0,1,1,0,0,0,1,2
11.29,1,0,1,1,0,0,0,1,2
10.973,1,0,1,1,1,0,0,0,2
11.889,1,0,1,1,0,0,0,0,1
11.343,1,0,1,1,0,0,0,0,1
11.562,1,0,1,1,0,0,0,0,1
11.225,1,0,1,1,0,0,0,0,1
11.493,0,1,1,1,0,0,0,0,1
12.372,0,1,1,1,0,1,0,0,1
11.979,0,1,1,1,0,1,0,0,1
11.653,0,1,1,1,0,0,0,0,1
11.35,0,1,1,1,0,0,0,0,1
11.884,1,0,1,1,0,0,0,1,1
11.695,1,0,1,1,0,0,0,1,1
11.698,0,1,1,1,0,0,0,0,1
11.217,0,1,1,1,0,0,0,0,1
11.973,0,1,1,1,0,0,0,0,1
11.386,0,1,1,1,0,0,0,0,1
12.109,1,0,1,1,1,0,0,0,1
11.752,1,0,1,1,1,0,0,0,1
12.612,1,0,1,1,0,0,1,0,2
12.468,1,0,1,1,0,0,1,0,2
12.233,1,0,1,1,1,0,0,0,1
11.764,1,0,1,1,1,0,0,0,1
12.163,1,0,1,1,1,0,0,0,1
11.741,1,0,1,1,1,0,0,0,1
11.778,1,0,1,1,0,1,0,0,2
11.43,1,0,1,1,0,1,0,0,2
12.122,1,0,1,1,0,1,0,0,1
11.597,1,0,1,1,0,1,0,0,1
11.705,1,0,1,1,0,0,1,0,1
12.351,1,0,1,1,0,1,0,0,1
11.617,1,0,1,1,0,1,0,0,1
12.612,1,0,1,1,1,0,0,0,1
12.257,1,0,1,1,1,0,0,0,2
11.565,1,0,1,1,1,0,0,0,2
11.973,1,0,1,1,1,0,0,0,2
11.36,1,0,1,1,1,0,0,0,2
11.807,1,0,1,1,0,0,0,0,1
11.544,1,0,1,1,0,0,0,0,1
11.466,0,1,1,1,0,0,0,0,2
10.965,0,1,1,1,0,0,0,0,2
11.362,1,0,1,1,0,1,0,0,2
11.736,1,0,1,1,0,0,0,0,3
11.379,1,0,1,1,0,0,0,0,3
11.8,0,1,1,1,1,0,0,0,1
11.339,0,1,1,1,1,0,0,0,1
12.049,1,0,1,1,0,0,0,0,1
11.44,1,0,1,1,0,0,0,0,1
12.285,1,0,1,1,1,0,0,0,1
11.726,1,0,1,1,1,0,0,0,1
12.268,1,0,1,2,0,1,0,0,1
11.729,1,0,1,2,0,1,0,0,1
12.231,0,1,1,1,0,1,0,0,2
12.02,0,1,1,1,0,1,0,0,2
12.353,1,0,1,1,0,1,0,0,1
12.15,1,0,1,1,0,1,0,0,1
12.495,1,0,1,1,1,0,0,0,1
11.762,1,0,1,1,1,0,0,0,1
11.974,0,1,1,1,1,0,0,0,2
11.655,0,1,1,1,1,0,0,0,2
12.325,1,0,1,1,1,0,0,0,1
12.193,1,0,1,1,1,0,0,0,1
11.607,1,0,1,1,0,0,0,0,0
11.022,1,0,1,1,0,0,0,0,0
11.989,0,1,1,1,1,0,0,0,1
11.225,0,1,1,1,1,0,0,0,1
12.02,1,0,1,1,0,0,0,0,2
11.2,1,0,1,1,0,0,0,0,2
11.839,1,0,1,1,0,1,0,0,2
11.467,1,0,1,1,0,1,0,0,2
11.918,0,1,1,1,0,0,0,0,2
11.608,0,1,1,1,0,0,0,0,2
12.355,1,0,1,1,0,1,0,0,1
11.8,1,0,1,1,0,1,0,0,1
12.091,1,0,1,1,1,0,0,0,1
11.613,1,0,1,1,1,0,0,0,1
12.155,1,0,1,1,0,0,1,0,1
11.983,1,0,1,1,0,0,1,0,1
12.283,0,1,1,1,0,1,0,0,1
12.123,0,1,1,1,0,1,0,0,1
12.346,1,0,1,1,0,0,1,0,1
12.017,1,0,1,2,1,0,0,0,2
11.094,1,0,1,2,1,0,0,0,2
11.321,1,0,1,1,0,0,0,0,1
12.418,1,0,1,1,1,0,0,0,1
12.038,1,0,1,1,0,1,0,0,1
11.566,1,0,1,1,0,1,0,0,1
12.185,1,0,1,1,0,1,0,0,1
11.595,0,1,1,1,1,0,0,0,1
11.275,0,1,1,1,1,0,0,0,1
12.324,1,0,1,1,0,1,0,0,1
12.02,1,0,1,1,0,1,0,0,1
11.983,0,1,1,1,0,0,0,1,2
11.608,0,1,1,1,0,0,0,1,2
11.379,0,1,1,1,0,0,0,0,2
11.813,1,0,1,1,1,0,0,0,3
11.513,1,0,1,1,1,0,0,0,3
12.577,1,0,1,1,1,0,0,0,1
12.275,1,0,1,1,1,0,0,0,1
12.029,1,0,1,1,1,0,0,0,2
11.576,1,0,1,1,1,0,0,0,2
11.891,1,0,1,1,0,1,0,0,1
11.76,1,0,1,1,1,0,0,0,1
11.308,1,0,1,1,1,0,0,0,1
12.821,1,0,1,1,0,1,0,0,1
12.073,0,1,1,1,1,0,0,0,1
11.983,0,1,1,1,1,0,0,0,1
12.388,0,1,1,1,0,0,0,1,0
11.513,0,1,1,1,0,0,0,1,0
12.101,1,0,1,1,0,1,0,0,1
12.426,1,0,1,2,0,1,0,0,2
11.914,1,0,1,2,0,1,0,0,2
12.422,1,0,1,1,0,1,0,0,1
11.891,1,0,1,1,0,1,0,0,1
12.045,1,0,1,1,0,1,0,0,1
11.337,1,0,1,1,0,1,0,0,1
11.452,1,0,1,1,0,1,0,0,1
12.331,1,0,1,1,0,0,1,0,1
11.85,1,0,1,1,0,0,1,0,1
11.958,1,0,1,1,0,0,0,0,1
11.728,1,0,1,1,0,0,0,0,1
11.795,1,0,1,1,1,0,0,0,1
12.638,1,0,1,1,0,1,0,0,1
12.157,1,0,1,1,0,1,0,0,1
11.951,1,0,1,1,1,0,0,0,1
11.82,1,0,1,1,1,0,0,0,1
